date,month,channel,region,category,device,revenue_usd,profit_usd,orders,sessions,marketing_spend_usd,conversion_rate,aov_usd,cac_usd,roas,gross_margin_pct
2025-01-09,2025-01,Direct,Patagonia,Supermarket,Mobile,32.87,6.08,1,19,0.0,0.05263157894736842,32.87,0.0,,0.18497109826589597
2025-01-09,2025-01,Email,Buenos Aires,Electronics,Desktop,140.55,48.43,1,22,1.635413372205415,0.045454545454545456,140.55,1.635413372205415,85.94157439868746,0.3445748843827819
2025-01-09,2025-01,Email,Buenos Aires,Electronics,Mobile,292.89,105.97,2,45,3.27082674441083,0.044444444444444446,146.445,1.635413372205415,89.54616764721297,0.3618081873740995
2025-01-09,2025-01,Email,Buenos Aires,Home & Deco,Desktop,78.14,27.35,1,22,1.635413372205415,0.045454545454545456,78.14,1.635413372205415,47.77996886171069,0.3500127975428718
2025-01-09,2025-01,Email,Buenos Aires,Sports,Desktop,63.52,17.19,1,22,1.635413372205415,0.045454545454545456,63.52,1.635413372205415,38.84033301888742,0.2706234256926952
2025-01-09,2025-01,Email,Buenos Aires,Sports,Mobile,83.34,26.15,1,22,1.635413372205415,0.045454545454545456,83.34,1.635413372205415,50.95959310129216,0.31377489800815933
2025-01-09,2025-01,Email,Buenos Aires,Supermarket,Desktop,74.37,18.19,2,45,3.27082674441083,0.044444444444444446,37.185,1.635413372205415,22.737370644007065,0.2445878714535431
2025-01-09,2025-01,Email,Buenos Aires,Supermarket,Mobile,79.53999999999999,21.66,3,67,4.906240116616245,0.04477611940298507,26.513333333333332,1.635413372205415,16.212007180532666,0.2723158159416646
2025-01-09,2025-01,Email,Centro,Beauty,Tablet,45.89,18.18,1,22,1.635413372205415,0.045454545454545456,45.89,1.635413372205415,28.060183914306418,0.3961647417738069
2025-01-09,2025-01,Email,Centro,Electronics,Mobile,233.14999999999998,64.2,2,45,3.27082674441083,0.044444444444444446,116.57499999999999,1.635413372205415,71.28167225561714,0.2753592108084924
2025-01-09,2025-01,Email,Centro,Fashion,Desktop,65.73,23.25,1,22,1.635413372205415,0.045454545454545456,65.73,1.635413372205415,40.19167332070955,0.3537197626654495
2025-01-09,2025-01,Email,Centro,Sports,Desktop,68.34,17.87,1,22,1.635413372205415,0.045454545454545456,68.34,1.635413372205415,41.78760010249947,0.2614866842259292
2025-01-09,2025-01,Email,Cuyo,Supermarket,Mobile,27.37,5.64,1,22,1.635413372205415,0.045454545454545456,27.37,1.635413372205415,16.735829891797053,0.20606503470953597
2025-01-09,2025-01,Email,NEA,Home & Deco,Mobile,46.46,14.45,1,22,1.635413372205415,0.045454545454545456,46.46,1.635413372205415,28.40871964826054,0.3110202324580284
2025-01-09,2025-01,Email,NOA,Electronics,Desktop,153.95,44.36,1,22,1.635413372205415,0.045454545454545456,153.95,1.635413372205415,94.13522147760891,0.2881455017862943
2025-01-09,2025-01,Email,Patagonia,Beauty,Mobile,85.53,27.380000000000003,2,45,3.27082674441083,0.044444444444444446,42.765,1.635413372205415,26.149352039557943,0.3201215947620718
2025-01-09,2025-01,Email,Patagonia,Electronics,Desktop,76.3,21.64,1,22,1.635413372205415,0.045454545454545456,76.3,1.635413372205415,46.654871053858784,0.2836173001310616
2025-01-09,2025-01,Email,Patagonia,Home & Deco,Mobile,206.8,45.339999999999996,3,67,4.906240116616245,0.04477611940298507,68.93333333333334,1.635413372205415,42.15040338111838,0.2192456479690522
2025-01-09,2025-01,Organic Search,Buenos Aires,Beauty,Desktop,44.83,18.16,1,25,0.0,0.04,44.83,0.0,,0.4050858799910774
2025-01-09,2025-01,Organic Search,Buenos Aires,Beauty,Mobile,87.45,19.369999999999997,2,50,0.0,0.04,43.725,0.0,,0.22149799885648938
2025-01-09,2025-01,Organic Search,Buenos Aires,Electronics,Mobile,947.46,291.99,7,173,0.0,0.04046242774566474,135.35142857142858,0.0,,0.3081818757520106
2025-01-09,2025-01,Organic Search,Buenos Aires,Fashion,Mobile,347.05,119.13000000000001,5,124,0.0,0.04032258064516129,69.41,0.0,,0.3432646592709984
2025-01-09,2025-01,Organic Search,Buenos Aires,Home & Deco,Mobile,172.88,60.980000000000004,2,50,0.0,0.04,86.44,0.0,,0.3527302174919019
2025-01-09,2025-01,Organic Search,Buenos Aires,Sports,Mobile,465.15999999999997,148.88,6,149,0.0,0.040268456375838924,77.52666666666666,0.0,,0.3200619141800671
2025-01-09,2025-01,Organic Search,Buenos Aires,Supermarket,Desktop,28.99,6.9,1,25,0.0,0.04,28.99,0.0,,0.23801310796826494
2025-01-09,2025-01,Organic Search,Centro,Beauty,Desktop,40.72,14.17,1,25,0.0,0.04,40.72,0.0,,0.3479862475442043
2025-01-09,2025-01,Organic Search,Centro,Beauty,Mobile,84.67,26.9,2,50,0.0,0.04,42.335,0.0,,0.317704027400496
2025-01-09,2025-01,Organic Search,Centro,Beauty,Tablet,45.02,17.56,1,25,0.0,0.04,45.02,0.0,,0.39004886717014653
2025-01-09,2025-01,Organic Search,Centro,Electronics,Desktop,114.22,37.01,1,25,0.0,0.04,114.22,0.0,,0.32402381369287336
2025-01-09,2025-01,Organic Search,Centro,Electronics,Mobile,149.2,45.71,1,25,0.0,0.04,149.2,0.0,,0.3063672922252011
2025-01-09,2025-01,Organic Search,Centro,Fashion,Desktop,43.04,12.41,1,25,0.0,0.04,43.04,0.0,,0.28833643122676583
2025-01-09,2025-01,Organic Search,Centro,Fashion,Mobile,66.08,18.77,1,25,0.0,0.04,66.08,0.0,,0.2840496368038741
2025-01-09,2025-01,Organic Search,Centro,Home & Deco,Desktop,89.78,25.85,1,25,0.0,0.04,89.78,0.0,,0.287926041434618
2025-01-09,2025-01,Organic Search,Centro,Sports,Mobile,48.32,13.5,1,25,0.0,0.04,48.32,0.0,,0.27938741721854304
2025-01-09,2025-01,Organic Search,Cuyo,Beauty,Mobile,35.17,9.36,1,25,0.0,0.04,35.17,0.0,,0.26613591128802955
2025-01-09,2025-01,Organic Search,Cuyo,Electronics,Desktop,143.13,58.38,1,25,0.0,0.04,143.13,0.0,,0.4078809473904842
2025-01-09,2025-01,Organic Search,Cuyo,Electronics,Mobile,98.98,34.3,1,25,0.0,0.04,98.98,0.0,,0.3465346534653465
2025-01-09,2025-01,Organic Search,Cuyo,Fashion,Mobile,121.38,40.150000000000006,2,50,0.0,0.04,60.69,0.0,,0.33077937057175816
2025-01-09,2025-01,Organic Search,NEA,Beauty,Mobile,50.38,15.51,1,25,0.0,0.04,50.38,0.0,,0.3078602620087336
2025-01-09,2025-01,Organic Search,NEA,Electronics,Desktop,173.87,66.89,1,25,0.0,0.04,173.87,0.0,,0.3847127163973083
2025-01-09,2025-01,Organic Search,NEA,Electronics,Mobile,121.76,44.61,1,25,0.0,0.04,121.76,0.0,,0.36637647831800263
2025-01-09,2025-01,Organic Search,NEA,Fashion,Desktop,42.57,15.05,1,25,0.0,0.04,42.57,0.0,,0.35353535353535354
2025-01-09,2025-01,Organic Search,NOA,Beauty,Mobile,34.96,8.74,1,25,0.0,0.04,34.96,0.0,,0.25
2025-01-09,2025-01,Organic Search,NOA,Electronics,Mobile,168.34,38.48,1,25,0.0,0.04,168.34,0.0,,0.22858500653439465
2025-01-09,2025-01,Organic Search,NOA,Sports,Mobile,70.11,17.25,1,25,0.0,0.04,70.11,0.0,,0.24604193410355157
2025-01-09,2025-01,Organic Search,Patagonia,Electronics,Mobile,173.27,48.17,1,25,0.0,0.04,173.27,0.0,,0.2780054250591562
2025-01-09,2025-01,Organic Search,Patagonia,Fashion,Mobile,101.84,31.47,2,50,0.0,0.04,50.92,0.0,,0.30901413982717985
2025-01-09,2025-01,Paid Search,Buenos Aires,Beauty,Desktop,89.03999999999999,30.93,2,49,40.87184581950138,0.04081632653061224,44.519999999999996,20.43592290975069,2.1785167323545713,0.34737196765498657
2025-01-09,2025-01,Paid Search,Buenos Aires,Beauty,Mobile,97.62,34.47,2,49,40.87184581950138,0.04081632653061224,48.81,20.43592290975069,2.3884411883698706,0.3531038721573448
2025-01-09,2025-01,Paid Search,Buenos Aires,Electronics,Desktop,126.81,46.36,1,25,20.43592290975069,0.04,126.81,20.43592290975069,6.205249479557125,0.3655863102279
2025-01-09,2025-01,Paid Search,Buenos Aires,Electronics,Mobile,558.8299999999999,156.58,4,99,81.74369163900276,0.04040404040404041,139.70749999999998,20.43592290975069,6.836368517192863,0.2801925451389511
2025-01-09,2025-01,Paid Search,Buenos Aires,Fashion,Desktop,34.31,12.19,1,25,20.43592290975069,0.04,34.31,20.43592290975069,1.678906313726086,0.3552900029146021
2025-01-09,2025-01,Paid Search,Buenos Aires,Fashion,Mobile,346.56,115.19,7,172,143.05146036825482,0.040697674418604654,49.50857142857143,20.43592290975069,2.422624691197537,0.3323811172668513
2025-01-09,2025-01,Paid Search,Buenos Aires,Home & Deco,Mobile,150.37,40.31,2,49,40.87184581950138,0.04081632653061224,75.185,20.43592290975069,3.6790606586270993,0.2680720888475095
2025-01-09,2025-01,Paid Search,Buenos Aires,Sports,Mobile,80.83,18.61,1,25,20.43592290975069,0.04,80.83,20.43592290975069,3.955289925341869,0.2302362984040579
2025-01-09,2025-01,Paid Search,Buenos Aires,Supermarket,Desktop,61.7,22.15,2,49,40.87184581950138,0.04081632653061224,30.85,20.43592290975069,1.5095966126041898,0.3589951377633711
2025-01-09,2025-01,Paid Search,Buenos Aires,Supermarket,Mobile,100.53,27.82,2,49,40.87184581950138,0.04081632653061224,50.265,20.43592290975069,2.459639343032402,0.2767333134387745
2025-01-09,2025-01,Paid Search,Centro,Beauty,Desktop,68.89,17.85,2,49,40.87184581950138,0.04081632653061224,34.445,20.43592290975069,1.6855123280762176,0.25910872405283786
2025-01-09,2025-01,Paid Search,Centro,Beauty,Tablet,50.44,9.56,1,25,20.43592290975069,0.04,50.44,20.43592290975069,2.468202694967758,0.18953211736716893
2025-01-09,2025-01,Paid Search,Centro,Fashion,Tablet,45.39,18.49,1,25,20.43592290975069,0.04,45.39,20.43592290975069,2.2210888248331986,0.4073584489975765
2025-01-09,2025-01,Paid Search,Centro,Home & Deco,Desktop,73.86,22.71,1,25,20.43592290975069,0.04,73.86,20.43592290975069,3.6142238511165465,0.3074735987002437
2025-01-09,2025-01,Paid Search,Centro,Home & Deco,Mobile,118.62,44.3,2,49,40.87184581950138,0.04081632653061224,59.31,20.43592290975069,2.9022423044912316,0.37346147361321863
2025-01-09,2025-01,Paid Search,Centro,Sports,Mobile,61.17,20.32,1,25,20.43592290975069,0.04,61.17,20.43592290975069,2.9932585022041587,0.33218898152689225
2025-01-09,2025-01,Paid Search,Centro,Supermarket,Mobile,31.2,10.16,1,25,20.43592290975069,0.04,31.2,20.43592290975069,1.526723316474902,0.32564102564102565
2025-01-09,2025-01,Paid Search,Cuyo,Electronics,Mobile,100.31,21.27,1,25,20.43592290975069,0.04,100.31,20.43592290975069,4.9085133293460705,0.21204266773003688
2025-01-09,2025-01,Paid Search,Cuyo,Fashion,Mobile,86.59,35.23,1,25,20.43592290975069,0.04,86.59,20.43592290975069,4.237146537614159,0.40685991453978515
2025-01-09,2025-01,Paid Search,Cuyo,Sports,Desktop,42.93,15.72,1,25,20.43592290975069,0.04,42.93,20.43592290975069,2.1007125633419084,0.36617749825296997
2025-01-09,2025-01,Paid Search,Cuyo,Sports,Tablet,68.65,22.23,1,25,20.43592290975069,0.04,68.65,20.43592290975069,3.3592806306410905,0.32381646030589945
2025-01-09,2025-01,Paid Search,Cuyo,Supermarket,Desktop,38.68,10.46,1,25,20.43592290975069,0.04,38.68,20.43592290975069,1.8927454449118335,0.2704239917269907
2025-01-09,2025-01,Paid Search,NEA,Electronics,Desktop,462.4,155.6,4,99,81.74369163900276,0.04040404040404041,115.6,20.43592290975069,5.656705621298033,0.3365051903114187
2025-01-09,2025-01,Paid Search,NEA,Fashion,Mobile,54.23,18.12,1,25,20.43592290975069,0.04,54.23,20.43592290975069,2.653660431167754,0.3341323990411212
2025-01-09,2025-01,Paid Search,NEA,Home & Deco,Mobile,90.5,29.93,1,25,20.43592290975069,0.04,90.5,20.43592290975069,4.428476286569827,0.33071823204419887
2025-01-09,2025-01,Paid Search,NOA,Electronics,Mobile,93.42,26.14,1,25,20.43592290975069,0.04,93.42,20.43592290975069,4.5713619302911965,0.27981160351102546
2025-01-09,2025-01,Paid Search,NOA,Home & Deco,Mobile,79.68,26.05,1,25,20.43592290975069,0.04,79.68,20.43592290975069,3.8990164697666727,0.32693273092369474
2025-01-09,2025-01,Paid Search,NOA,Sports,Mobile,177.26999999999998,36.67,2,49,40.87184581950138,0.04081632653061224,88.63499999999999,20.43592290975069,4.3372154216587475,0.20685959271168278
2025-01-09,2025-01,Paid Search,Patagonia,Supermarket,Desktop,30.4,8.27,1,25,20.43592290975069,0.04,30.4,20.43592290975069,1.487576564770417,0.2720394736842105
2025-01-09,2025-01,Paid Search,Patagonia,Supermarket,Mobile,20.15,7.02,1,25,20.43592290975069,0.04,20.15,20.43592290975069,0.9860088085567074,0.34838709677419355
2025-01-09,2025-01,Paid Social,Buenos Aires,Beauty,Mobile,44.54,11.75,1,38,25.253062342428052,0.02631578947368421,44.54,25.253062342428052,1.7637464872989947,0.2638078132016165
2025-01-09,2025-01,Paid Social,Buenos Aires,Electronics,Mobile,253.92,95.14,2,76,50.506124684856104,0.02631578947368421,126.96,25.253062342428052,5.02750907111541,0.37468494013862635
2025-01-09,2025-01,Paid Social,Buenos Aires,Fashion,Desktop,126.78,38.730000000000004,2,76,50.506124684856104,0.02631578947368421,63.39,25.253062342428052,2.510190611357954,0.30548982489351634
2025-01-09,2025-01,Paid Social,Buenos Aires,Sports,Mobile,111.41999999999999,26.259999999999998,2,76,50.506124684856104,0.02631578947368421,55.709999999999994,25.253062342428052,2.2060690796458684,0.23568479626637948
2025-01-09,2025-01,Paid Social,Buenos Aires,Supermarket,Desktop,37.88,8.44,1,38,25.253062342428052,0.02631578947368421,37.88,25.253062342428052,1.5000160965174207,0.22280887011615624
2025-01-09,2025-01,Paid Social,Buenos Aires,Supermarket,Mobile,18.86,7.33,1,38,25.253062342428052,0.02631578947368421,18.86,25.253062342428052,0.7468401156367095,0.3886532343584306
2025-01-09,2025-01,Paid Social,Centro,Electronics,Mobile,321.15999999999997,92.35000000000001,3,114,75.75918702728416,0.02631578947368421,107.05333333333333,25.253062342428052,4.239221837007522,0.28755137626105376
2025-01-09,2025-01,Paid Social,Centro,Supermarket,Desktop,35.22,8.84,1,38,25.253062342428052,0.02631578947368421,35.22,25.253062342428052,1.3946823368358912,0.25099375354911985
2025-01-09,2025-01,Paid Social,Cuyo,Sports,Mobile,86.46,26.88,1,38,25.253062342428052,0.02631578947368421,86.46,25.253062342428052,3.42374318122746,0.3108952116585704
2025-01-09,2025-01,Paid Social,NEA,Home & Deco,Mobile,49.29,16.59,1,38,25.253062342428052,0.02631578947368421,49.29,25.253062342428052,1.9518424867302975,0.3365794278758369
2025-01-09,2025-01,Paid Social,NEA,Sports,Mobile,60.87,16.39,1,38,25.253062342428052,0.02631578947368421,60.87,25.253062342428052,2.410400733764926,0.2692623624116971
2025-01-09,2025-01,Paid Social,NEA,Supermarket,Mobile,28.53,8.22,1,38,25.253062342428052,0.02631578947368421,28.53,25.253062342428052,1.129763971321067,0.288117770767613
2025-01-09,2025-01,Paid Social,NOA,Home & Deco,Mobile,148.26,32.379999999999995,2,76,50.506124684856104,0.02631578947368421,74.13,25.253062342428052,2.935485565861573,0.2184001079185215
2025-01-09,2025-01,Paid Social,NOA,Home & Deco,Tablet,86.63,15.68,1,38,25.253062342428052,0.02631578947368421,86.63,25.253062342428052,3.430475038049212,0.18099965369964216
2025-01-09,2025-01,Paid Social,Patagonia,Fashion,Desktop,56.03,21.08,1,38,25.253062342428052,0.02631578947368421,56.03,25.253062342428052,2.2187408101338724,0.3762270212386221
2025-01-09,2025-01,Paid Social,Patagonia,Fashion,Mobile,75.47,21.29,1,38,25.253062342428052,0.02631578947368421,75.47,25.253062342428052,2.9885484372800883,0.28209884722406253
2025-01-09,2025-01,Referral,Buenos Aires,Electronics,Desktop,154.74,35.96,1,36,3.0714134035767646,0.027777777777777776,154.74,3.0714134035767646,50.38071391490317,0.23238981517383997
2025-01-09,2025-01,Referral,Buenos Aires,Electronics,Mobile,89.57,36.49,1,36,3.0714134035767646,0.027777777777777776,89.57,3.0714134035767646,29.1624695964707,0.4073908674779503
2025-01-09,2025-01,Referral,Buenos Aires,Fashion,Mobile,21.01,7.92,1,36,3.0714134035767646,0.027777777777777776,21.01,3.0714134035767646,6.840498897196042,0.37696335078534027
2025-01-09,2025-01,Referral,Buenos Aires,Sports,Tablet,84.38,22.38,1,36,3.0714134035767646,0.027777777777777776,84.38,3.0714134035767646,27.472693809871583,0.2652287271865371
2025-01-09,2025-01,Referral,Centro,Beauty,Mobile,37.77,9.99,1,36,3.0714134035767646,0.027777777777777776,37.77,3.0714134035767646,12.297270030799359,0.26449563145353455
2025-01-09,2025-01,Referral,Centro,Electronics,Desktop,336.22,90.78,2,72,6.142826807153529,0.027777777777777776,168.11,3.0714134035767646,54.73375866766429,0.27000178454583307
2025-01-09,2025-01,Referral,Centro,Sports,Desktop,82.68,21.56,1,36,3.0714134035767646,0.027777777777777776,82.68,3.0714134035767646,26.919202704434497,0.2607643928398645
2025-01-09,2025-01,Referral,NEA,Supermarket,Desktop,33.24,8.53,1,36,3.0714134035767646,0.027777777777777776,33.24,3.0714134035767646,10.822379026311111,0.25661853188928996
2025-01-09,2025-01,Referral,NOA,Fashion,Tablet,27.59,7.43,1,36,3.0714134035767646,0.027777777777777776,27.59,3.0714134035767646,8.98283505824078,0.269300471185212
2025-01-09,2025-01,Referral,Patagonia,Supermarket,Mobile,25.61,7.46,1,36,3.0714134035767646,0.027777777777777776,25.61,3.0714134035767646,8.33818071190817,0.29129246388129637
2025-01-10,2025-01,Direct,Buenos Aires,Beauty,Desktop,25.05,5.07,1,25,0.0,0.04,25.05,0.0,,0.20239520958083834
2025-01-10,2025-01,Direct,Buenos Aires,Beauty,Mobile,44.48,13.9,1,25,0.0,0.04,44.48,0.0,,0.31250000000000006
2025-01-10,2025-01,Direct,Buenos Aires,Electronics,Mobile,394.5,127.52,3,75,0.0,0.04,131.5,0.0,,0.3232446134347275
2025-01-10,2025-01,Direct,Buenos Aires,Fashion,Mobile,138.31,53.3,3,75,0.0,0.04,46.10333333333333,0.0,,0.3853662063480587
2025-01-10,2025-01,Direct,Buenos Aires,Fashion,Tablet,47.75,18.88,1,25,0.0,0.04,47.75,0.0,,0.395392670157068
2025-01-10,2025-01,Direct,Buenos Aires,Supermarket,Mobile,47.46,16.4,2,50,0.0,0.04,23.73,0.0,,0.34555415086388536
2025-01-10,2025-01,Direct,Buenos Aires,Supermarket,Tablet,29.47,9.26,1,25,0.0,0.04,29.47,0.0,,0.3142178486596539
2025-01-10,2025-01,Direct,Centro,Electronics,Mobile,248.64,63.75,2,50,0.0,0.04,124.32,0.0,,0.2563947876447877
2025-01-10,2025-01,Direct,Cuyo,Fashion,Mobile,50.89,19.44,1,25,0.0,0.04,50.89,0.0,,0.3820003930045196
2025-01-10,2025-01,Direct,Cuyo,Supermarket,Mobile,21.9,7.95,1,25,0.0,0.04,21.9,0.0,,0.363013698630137
2025-01-10,2025-01,Direct,NEA,Electronics,Desktop,111.34,23.04,1,25,0.0,0.04,111.34,0.0,,0.2069337165439195
2025-01-10,2025-01,Direct,NOA,Electronics,Desktop,156.59,34.58,1,25,0.0,0.04,156.59,0.0,,0.22083147071971387
2025-01-10,2025-01,Direct,NOA,Supermarket,Mobile,67.19,17.77,2,50,0.0,0.04,33.595,0.0,,0.2644738800416729
2025-01-10,2025-01,Email,Buenos Aires,Beauty,Desktop,52.11,10.09,1,21,0.823260488582938,0.047619047619047616,52.11,0.823260488582938,63.29709821212957,0.1936288620226444
2025-01-10,2025-01,Email,Buenos Aires,Beauty,Mobile,49.12,13.28,1,21,0.823260488582938,0.047619047619047616,49.12,0.823260488582938,59.66519793091162,0.2703583061889251
2025-01-10,2025-01,Email,Buenos Aires,Electronics,Mobile,246.70999999999998,75.31,2,42,1.646520977165876,0.047619047619047616,123.35499999999999,0.823260488582938,149.83714354168572,0.3052571845486604
2025-01-10,2025-01,Email,Buenos Aires,Electronics,Tablet,174.95,54.44,1,21,0.823260488582938,0.047619047619047616,174.95,0.823260488582938,212.50868033414062,0.31117462132037726
2025-01-10,2025-01,Email,Buenos Aires,Fashion,Desktop,59.86,15.92,1,21,0.823260488582938,0.047619047619047616,59.86,0.823260488582938,72.71088656645703,0.2659538924156365
2025-01-10,2025-01,Email,Buenos Aires,Fashion,Mobile,180.37,56.65,4,85,3.293041954331752,0.047058823529411764,45.0925,0.823260488582938,54.77306469258209,0.31407662028053446
2025-01-10,2025-01,Email,Buenos Aires,Home & Deco,Mobile,144.97,46.86,2,42,1.646520977165876,0.047619047619047616,72.485,0.823260488582938,88.04625146624855,0.32323929088776987
2025-01-10,2025-01,Email,Buenos Aires,Sports,Desktop,53.99,16.05,1,21,0.823260488582938,0.047619047619047616,53.99,0.823260488582938,65.58070106453417,0.2972772735691795
2025-01-10,2025-01,Email,Buenos Aires,Sports,Mobile,153.01,35.94,2,42,1.646520977165876,0.047619047619047616,76.505,0.823260488582938,92.92927458681582,0.23488660871838443
2025-01-10,2025-01,Email,Buenos Aires,Supermarket,Mobile,102.21000000000001,34.46,3,64,2.469781465748814,0.046875,34.07,0.823260488582938,41.38422828799184,0.3371490069464827
2025-01-10,2025-01,Email,Centro,Beauty,Mobile,35.86,13.47,1,21,0.823260488582938,0.047619047619047616,35.86,0.823260488582938,43.5585097272494,0.37562744004461796
2025-01-10,2025-01,Email,Centro,Electronics,Mobile,129.94,42.45,1,21,0.823260488582938,0.047619047619047616,129.94,0.823260488582938,157.8358269369433,0.3266892411882408
2025-01-10,2025-01,Email,Centro,Electronics,Tablet,132.01,27.15,1,21,0.823260488582938,0.047619047619047616,132.01,0.823260488582938,160.35021943932497,0.2056662374062571
2025-01-10,2025-01,Email,Centro,Fashion,Desktop,68.36,17.21,1,21,0.823260488582938,0.047619047619047616,68.36,0.823260488582938,83.03568669700974,0.25175541252194267
2025-01-10,2025-01,Email,Centro,Fashion,Mobile,46.9,14.45,1,21,0.823260488582938,0.047619047619047616,46.9,0.823260488582938,56.96860307328491,0.30810234541577824
2025-01-10,2025-01,Email,Centro,Home & Deco,Mobile,78.73,27.02,1,21,0.823260488582938,0.047619047619047616,78.73,0.823260488582938,95.63194285628404,0.34319827257716246
2025-01-10,2025-01,Email,Centro,Supermarket,Desktop,40.39,14.89,1,21,0.823260488582938,0.047619047619047616,40.39,0.823260488582938,49.06102085564984,0.36865560782371876
2025-01-10,2025-01,Email,Cuyo,Fashion,Mobile,59.89,22.53,1,21,0.823260488582938,0.047619047619047616,59.89,0.823260488582938,72.74732703750604,0.37618968108198364
2025-01-10,2025-01,Email,Cuyo,Home & Deco,Mobile,61.23,11.07,1,21,0.823260488582938,0.047619047619047616,61.23,0.823260488582938,74.37500141102846,0.1807937285644292
2025-01-10,2025-01,Email,NEA,Electronics,Desktop,133.15,35.23,1,21,0.823260488582938,0.047619047619047616,133.15,0.823260488582938,161.73495733918733,0.2645888096132181
2025-01-10,2025-01,Email,NEA,Home & Deco,Tablet,55.38,16.36,1,21,0.823260488582938,0.047619047619047616,55.38,0.823260488582938,67.26910955647162,0.29541350668111227
2025-01-10,2025-01,Email,NOA,Electronics,Mobile,252.07999999999998,88.50999999999999,2,42,1.646520977165876,0.047619047619047616,126.03999999999999,0.823260488582938,153.09856570057207,0.35111869247857824
2025-01-10,2025-01,Email,NOA,Fashion,Mobile,48.16,18.73,1,21,0.823260488582938,0.047619047619047616,48.16,0.823260488582938,58.49910285734331,0.3889119601328904
2025-01-10,2025-01,Email,NOA,Fashion,Tablet,65.6,13.64,1,21,0.823260488582938,0.047619047619047616,65.6,0.823260488582938,79.68316336050086,0.2079268292682927
2025-01-10,2025-01,Email,NOA,Home & Deco,Mobile,89.77,25.96,1,21,0.823260488582938,0.047619047619047616,89.77,0.823260488582938,109.04203620231954,0.28918346886487695
2025-01-10,2025-01,Email,Patagonia,Electronics,Mobile,118.82,38.4,1,21,0.823260488582938,0.047619047619047616,118.82,0.823260488582938,144.32855900144378,0.323177916175728
2025-01-10,2025-01,Organic Search,Buenos Aires,Beauty,Desktop,41.81,13.48,1,24,0.0,0.041666666666666664,41.81,0.0,,0.32241090648170295
2025-01-10,2025-01,Organic Search,Buenos Aires,Beauty,Mobile,37.75,10.9,1,24,0.0,0.041666666666666664,37.75,0.0,,0.28874172185430463
2025-01-10,2025-01,Organic Search,Buenos Aires,Electronics,Mobile,938.97,276.72,7,165,0.0,0.04242424242424243,134.13857142857142,0.0,,0.2947059011470015
2025-01-10,2025-01,Organic Search,Buenos Aires,Electronics,Tablet,146.25,49.29,1,24,0.0,0.041666666666666664,146.25,0.0,,0.33702564102564103
2025-01-10,2025-01,Organic Search,Buenos Aires,Fashion,Mobile,54.16,22.45,1,24,0.0,0.041666666666666664,54.16,0.0,,0.4145125553914328
2025-01-10,2025-01,Organic Search,Buenos Aires,Fashion,Tablet,56.41,22.75,1,24,0.0,0.041666666666666664,56.41,0.0,,0.40329728771494416
2025-01-10,2025-01,Organic Search,Buenos Aires,Home & Deco,Desktop,154.04,52.269999999999996,2,47,0.0,0.0425531914893617,77.02,0.0,,0.33932744741625553
2025-01-10,2025-01,Organic Search,Buenos Aires,Sports,Desktop,85.53,17.72,1,24,0.0,0.041666666666666664,85.53,0.0,,0.2071787676838536
2025-01-10,2025-01,Organic Search,Buenos Aires,Sports,Mobile,75.98,22.51,1,24,0.0,0.041666666666666664,75.98,0.0,,0.29626217425638324
2025-01-10,2025-01,Organic Search,Buenos Aires,Supermarket,Desktop,79.21000000000001,23.419999999999998,2,47,0.0,0.0425531914893617,39.605000000000004,0.0,,0.29566973866935986
2025-01-10,2025-01,Organic Search,Buenos Aires,Supermarket,Mobile,88.13,25.65,2,47,0.0,0.0425531914893617,44.065,0.0,,0.2910473164643141
2025-01-10,2025-01,Organic Search,Centro,Beauty,Mobile,36.0,7.67,1,24,0.0,0.041666666666666664,36.0,0.0,,0.21305555555555555
2025-01-10,2025-01,Organic Search,Centro,Electronics,Desktop,254.3,77.58,2,47,0.0,0.0425531914893617,127.15,0.0,,0.30507274872198187
2025-01-10,2025-01,Organic Search,Centro,Fashion,Desktop,115.38,35.65,2,47,0.0,0.0425531914893617,57.69,0.0,,0.30897902582769976
2025-01-10,2025-01,Organic Search,Centro,Fashion,Mobile,102.0,29.310000000000002,2,47,0.0,0.0425531914893617,51.0,0.0,,0.2873529411764706
2025-01-10,2025-01,Organic Search,Centro,Home & Deco,Mobile,351.65999999999997,117.66,5,118,0.0,0.0423728813559322,70.332,0.0,,0.33458454188705
2025-01-10,2025-01,Organic Search,Centro,Home & Deco,Tablet,90.64,23.34,1,24,0.0,0.041666666666666664,90.64,0.0,,0.25750220653133277
2025-01-10,2025-01,Organic Search,Centro,Sports,Mobile,148.58999999999997,40.58,2,47,0.0,0.0425531914893617,74.29499999999999,0.0,,0.27310047782488733
2025-01-10,2025-01,Organic Search,Cuyo,Electronics,Desktop,259.83,78.53999999999999,2,47,0.0,0.0425531914893617,129.915,0.0,,0.3022745641380903
2025-01-10,2025-01,Organic Search,Cuyo,Electronics,Mobile,418.22,138.06,3,71,0.0,0.04225352112676056,139.40666666666667,0.0,,0.33011333747788246
2025-01-10,2025-01,Organic Search,Cuyo,Fashion,Mobile,38.04,7.56,1,24,0.0,0.041666666666666664,38.04,0.0,,0.19873817034700314
2025-01-10,2025-01,Organic Search,Cuyo,Home & Deco,Mobile,98.83,20.22,1,24,0.0,0.041666666666666664,98.83,0.0,,0.20459374683800466
