date,order_id,channel,region,category,device,revenue_usd,profit_usd,discount_pct,sessions_allocated,marketing_spend_allocated,month
2025-03-09,115140,Paid Social,Buenos Aires,Home & Deco,Desktop,58.23,13.0,0,33.0,23.724250271248525,2025-03
2025-03-09,115141,Paid Social,NOA,Home & Deco,Mobile,108.89,35.49,0,33.0,23.724250271248525,2025-03
2025-03-09,115142,Email,NEA,Supermarket,Mobile,28.22,7.69,5,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115143,Email,Patagonia,Home & Deco,Tablet,68.32,12.73,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115144,Email,Cuyo,Supermarket,Desktop,48.17,11.49,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115145,Email,Buenos Aires,Home & Deco,Mobile,69.5,22.73,10,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115146,Email,NOA,Beauty,Mobile,41.71,11.95,15,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115147,Email,Centro,Sports,Mobile,54.08,12.52,10,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115148,Email,Centro,Electronics,Mobile,133.03,40.61,5,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115149,Email,Buenos Aires,Fashion,Mobile,57.42,16.03,15,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115150,Email,Buenos Aires,Fashion,Mobile,76.18,30.44,5,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115151,Email,Buenos Aires,Home & Deco,Desktop,68.8,28.51,10,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115152,Email,Cuyo,Fashion,Mobile,41.54,13.43,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115153,Email,NOA,Beauty,Mobile,27.63,6.62,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115154,Email,NOA,Home & Deco,Desktop,72.03,22.59,20,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115155,Email,Buenos Aires,Electronics,Mobile,90.03,31.17,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115156,Email,Patagonia,Sports,Mobile,76.5,15.33,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115157,Email,Centro,Home & Deco,Mobile,92.34,27.31,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115158,Email,Buenos Aires,Electronics,Mobile,90.34,19.2,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115159,Email,Buenos Aires,Sports,Mobile,79.32,30.9,5,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115160,Email,Buenos Aires,Electronics,Mobile,110.31,31.67,15,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115161,Email,Buenos Aires,Sports,Mobile,41.43,8.86,10,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115162,Email,Buenos Aires,Electronics,Mobile,95.13,18.41,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115163,Email,Cuyo,Electronics,Desktop,163.34,41.35,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115164,Email,Cuyo,Fashion,Tablet,62.97,22.86,10,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115165,Email,Patagonia,Electronics,Desktop,128.02,52.15,10,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115166,Email,Buenos Aires,Supermarket,Desktop,29.29,10.03,10,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115167,Email,Cuyo,Sports,Mobile,68.84,26.55,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115168,Email,Centro,Fashion,Mobile,61.57,11.17,5,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115169,Email,Centro,Fashion,Mobile,54.42,11.01,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115170,Email,Centro,Fashion,Mobile,77.54,31.89,10,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115171,Email,Centro,Home & Deco,Tablet,57.74,14.73,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115172,Email,NOA,Supermarket,Mobile,28.58,11.25,20,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115173,Email,NOA,Home & Deco,Desktop,68.94,27.2,10,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115174,Email,Cuyo,Home & Deco,Mobile,79.62,18.68,10,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115175,Email,Buenos Aires,Electronics,Mobile,144.65,56.53,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115176,Email,Centro,Fashion,Desktop,65.85,12.68,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115177,Email,Buenos Aires,Home & Deco,Mobile,99.93,22.38,0,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115178,Email,Buenos Aires,Beauty,Mobile,38.71,13.86,10,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115179,Email,Centro,Home & Deco,Mobile,59.33,16.75,10,21.473684210526315,0.7268622658089672,2025-03
2025-03-09,115180,Referral,Centro,Electronics,Mobile,137.52,33.3,5,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115181,Referral,NEA,Fashion,Mobile,48.91,19.56,0,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115182,Referral,Buenos Aires,Electronics,Mobile,98.31,37.3,0,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115183,Referral,NOA,Beauty,Mobile,32.21,10.17,0,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115184,Referral,NEA,Sports,Mobile,67.88,15.88,0,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115185,Referral,Buenos Aires,Fashion,Mobile,46.97,11.82,5,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115186,Referral,NEA,Home & Deco,Mobile,75.54,19.73,0,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115187,Referral,Buenos Aires,Sports,Desktop,73.05,17.72,0,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115188,Referral,NOA,Electronics,Desktop,179.86,50.51,0,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115189,Referral,Centro,Fashion,Mobile,60.91,17.5,0,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115190,Referral,Buenos Aires,Beauty,Desktop,38.82,15.74,0,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115191,Referral,Centro,Electronics,Mobile,110.63,36.46,5,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115192,Referral,Buenos Aires,Fashion,Desktop,41.3,10.79,15,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115193,Referral,Centro,Beauty,Mobile,42.52,12.53,5,37.57142857142857,2.4742679504366287,2025-03
2025-03-09,115194,Direct,Cuyo,Electronics,Desktop,95.92,20.71,0,22.51851851851852,0.0,2025-03
2025-03-09,115195,Direct,NOA,Electronics,Mobile,113.82,21.74,0,22.51851851851852,0.0,2025-03
2025-03-09,115196,Direct,Patagonia,Fashion,Mobile,54.95,16.42,0,22.51851851851852,0.0,2025-03
2025-03-09,115197,Direct,Buenos Aires,Fashion,Mobile,58.77,22.23,15,22.51851851851852,0.0,2025-03
2025-03-09,115198,Direct,Centro,Fashion,Tablet,62.44,23.29,0,22.51851851851852,0.0,2025-03
2025-03-09,115199,Direct,Cuyo,Supermarket,Mobile,25.27,7.02,5,22.51851851851852,0.0,2025-03
2025-03-09,115200,Direct,Centro,Supermarket,Mobile,38.24,13.24,5,22.51851851851852,0.0,2025-03
2025-03-09,115201,Direct,Buenos Aires,Electronics,Tablet,170.63,43.15,0,22.51851851851852,0.0,2025-03
2025-03-09,115202,Direct,Buenos Aires,Beauty,Tablet,33.96,9.84,15,22.51851851851852,0.0,2025-03
2025-03-09,115203,Direct,Buenos Aires,Electronics,Mobile,136.93,56.82,15,22.51851851851852,0.0,2025-03
2025-03-09,115204,Direct,Buenos Aires,Home & Deco,Tablet,74.6,29.16,5,22.51851851851852,0.0,2025-03
2025-03-09,115205,Direct,Buenos Aires,Supermarket,Mobile,38.47,7.52,15,22.51851851851852,0.0,2025-03
2025-03-09,115206,Direct,NEA,Electronics,Tablet,127.89,27.59,0,22.51851851851852,0.0,2025-03
2025-03-09,115207,Direct,NEA,Home & Deco,Desktop,93.07,27.33,10,22.51851851851852,0.0,2025-03
2025-03-09,115208,Direct,NOA,Beauty,Desktop,37.67,13.61,0,22.51851851851852,0.0,2025-03
2025-03-09,115209,Direct,Patagonia,Fashion,Tablet,55.48,20.65,15,22.51851851851852,0.0,2025-03
2025-03-09,115210,Direct,Buenos Aires,Home & Deco,Mobile,86.56,28.48,0,22.51851851851852,0.0,2025-03
2025-03-09,115211,Direct,Cuyo,Electronics,Mobile,121.79,41.08,0,22.51851851851852,0.0,2025-03
2025-03-09,115212,Direct,Centro,Supermarket,Mobile,30.28,9.55,0,22.51851851851852,0.0,2025-03
2025-03-09,115213,Direct,Buenos Aires,Fashion,Mobile,48.4,13.75,0,22.51851851851852,0.0,2025-03
2025-03-09,115214,Direct,Buenos Aires,Supermarket,Mobile,30.02,11.68,0,22.51851851851852,0.0,2025-03
2025-03-09,115215,Direct,Centro,Fashion,Mobile,71.49,24.75,0,22.51851851851852,0.0,2025-03
2025-03-09,115216,Direct,Patagonia,Sports,Mobile,81.13,18.37,10,22.51851851851852,0.0,2025-03
2025-03-09,115217,Direct,Cuyo,Beauty,Mobile,43.8,17.08,10,22.51851851851852,0.0,2025-03
2025-03-09,115218,Direct,Centro,Electronics,Mobile,128.75,38.94,10,22.51851851851852,0.0,2025-03
2025-03-09,115219,Direct,Buenos Aires,Sports,Mobile,48.42,18.35,0,22.51851851851852,0.0,2025-03
2025-03-09,115220,Direct,Buenos Aires,Fashion,Mobile,37.85,10.14,10,22.51851851851852,0.0,2025-03
2025-03-10,115221,Organic Search,Centro,Electronics,Mobile,131.79,24.15,0,24.49122807017544,0.0,2025-03
2025-03-10,115222,Organic Search,Buenos Aires,Home & Deco,Mobile,69.45,23.31,0,24.49122807017544,0.0,2025-03
2025-03-10,115223,Organic Search,Buenos Aires,Fashion,Mobile,53.07,16.16,15,24.49122807017544,0.0,2025-03
2025-03-10,115224,Organic Search,Patagonia,Fashion,Desktop,60.02,15.13,10,24.49122807017544,0.0,2025-03
2025-03-10,115225,Organic Search,Buenos Aires,Sports,Mobile,74.26,26.62,0,24.49122807017544,0.0,2025-03
2025-03-10,115226,Organic Search,NEA,Fashion,Mobile,58.04,16.6,0,24.49122807017544,0.0,2025-03
2025-03-10,115227,Organic Search,Cuyo,Supermarket,Tablet,42.95,10.28,10,24.49122807017544,0.0,2025-03
2025-03-10,115228,Organic Search,Centro,Beauty,Mobile,37.48,10.37,15,24.49122807017544,0.0,2025-03
2025-03-10,115229,Organic Search,Centro,Sports,Mobile,93.18,22.55,10,24.49122807017544,0.0,2025-03
2025-03-10,115230,Organic Search,Centro,Electronics,Mobile,180.74,72.13,5,24.49122807017544,0.0,2025-03
2025-03-10,115231,Organic Search,Centro,Fashion,Desktop,56.89,21.79,0,24.49122807017544,0.0,2025-03
2025-03-10,115232,Organic Search,Buenos Aires,Home & Deco,Mobile,48.82,11.65,0,24.49122807017544,0.0,2025-03
2025-03-10,115233,Organic Search,Buenos Aires,Supermarket,Desktop,29.67,8.4,15,24.49122807017544,0.0,2025-03
2025-03-10,115234,Organic Search,NEA,Fashion,Mobile,51.22,13.91,15,24.49122807017544,0.0,2025-03
2025-03-10,115235,Organic Search,Patagonia,Fashion,Desktop,49.67,19.3,0,24.49122807017544,0.0,2025-03
2025-03-10,115236,Organic Search,NEA,Beauty,Desktop,27.5,5.95,0,24.49122807017544,0.0,2025-03
2025-03-10,115237,Organic Search,Cuyo,Beauty,Mobile,33.81,7.13,15,24.49122807017544,0.0,2025-03
2025-03-10,115238,Organic Search,Buenos Aires,Fashion,Mobile,53.52,16.72,20,24.49122807017544,0.0,2025-03
2025-03-10,115239,Organic Search,Patagonia,Fashion,Mobile,70.62,16.23,0,24.49122807017544,0.0,2025-03
2025-03-10,115240,Organic Search,NEA,Supermarket,Mobile,31.05,10.25,10,24.49122807017544,0.0,2025-03
2025-03-10,115241,Organic Search,Centro,Sports,Mobile,78.57,31.07,10,24.49122807017544,0.0,2025-03
2025-03-10,115242,Organic Search,NEA,Supermarket,Mobile,22.52,4.13,10,24.49122807017544,0.0,2025-03
2025-03-10,115243,Organic Search,Buenos Aires,Home & Deco,Desktop,56.08,16.39,0,24.49122807017544,0.0,2025-03
2025-03-10,115244,Organic Search,NOA,Electronics,Mobile,149.84,35.96,0,24.49122807017544,0.0,2025-03
2025-03-10,115245,Organic Search,NEA,Electronics,Mobile,142.67,39.16,0,24.49122807017544,0.0,2025-03
2025-03-10,115246,Organic Search,NEA,Electronics,Desktop,118.49,24.96,0,24.49122807017544,0.0,2025-03
2025-03-10,115247,Organic Search,Cuyo,Home & Deco,Mobile,58.99,14.56,15,24.49122807017544,0.0,2025-03
2025-03-10,115248,Organic Search,Cuyo,Home & Deco,Mobile,85.06,27.32,20,24.49122807017544,0.0,2025-03
2025-03-10,115249,Organic Search,NOA,Home & Deco,Mobile,123.03,29.45,0,24.49122807017544,0.0,2025-03
2025-03-10,115250,Organic Search,Buenos Aires,Fashion,Mobile,52.83,9.95,0,24.49122807017544,0.0,2025-03
2025-03-10,115251,Organic Search,Buenos Aires,Fashion,Desktop,37.49,7.2,5,24.49122807017544,0.0,2025-03
2025-03-10,115252,Organic Search,Buenos Aires,Electronics,Mobile,108.27,21.0,0,24.49122807017544,0.0,2025-03
2025-03-10,115253,Organic Search,Patagonia,Home & Deco,Mobile,51.0,12.67,15,24.49122807017544,0.0,2025-03
2025-03-10,115254,Organic Search,Centro,Fashion,Mobile,35.62,11.75,10,24.49122807017544,0.0,2025-03
2025-03-10,115255,Organic Search,Cuyo,Electronics,Desktop,113.3,26.32,10,24.49122807017544,0.0,2025-03
2025-03-10,115256,Organic Search,Centro,Beauty,Mobile,40.2,13.65,0,24.49122807017544,0.0,2025-03
2025-03-10,115257,Organic Search,Centro,Electronics,Mobile,94.49,31.69,0,24.49122807017544,0.0,2025-03
2025-03-10,115258,Organic Search,Buenos Aires,Beauty,Mobile,57.75,16.85,0,24.49122807017544,0.0,2025-03
2025-03-10,115259,Organic Search,Buenos Aires,Electronics,Mobile,87.9,17.57,10,24.49122807017544,0.0,2025-03
2025-03-10,115260,Organic Search,Buenos Aires,Home & Deco,Mobile,60.73,24.38,5,24.49122807017544,0.0,2025-03
2025-03-10,115261,Organic Search,Cuyo,Electronics,Mobile,137.48,52.25,10,24.49122807017544,0.0,2025-03
2025-03-10,115262,Organic Search,Buenos Aires,Sports,Mobile,57.88,14.31,20,24.49122807017544,0.0,2025-03
2025-03-10,115263,Organic Search,Cuyo,Fashion,Mobile,33.21,10.74,0,24.49122807017544,0.0,2025-03
2025-03-10,115264,Organic Search,NEA,Beauty,Desktop,27.89,8.47,10,24.49122807017544,0.0,2025-03
2025-03-10,115265,Organic Search,Patagonia,Home & Deco,Mobile,104.82,39.88,0,24.49122807017544,0.0,2025-03
2025-03-10,115266,Organic Search,Buenos Aires,Fashion,Mobile,32.48,6.38,5,24.49122807017544,0.0,2025-03
2025-03-10,115267,Organic Search,Buenos Aires,Sports,Mobile,58.7,11.89,10,24.49122807017544,0.0,2025-03
2025-03-10,115268,Organic Search,Buenos Aires,Fashion,Mobile,71.31,27.74,0,24.49122807017544,0.0,2025-03
2025-03-10,115269,Organic Search,Buenos Aires,Fashion,Mobile,63.49,25.42,0,24.49122807017544,0.0,2025-03
2025-03-10,115270,Organic Search,Centro,Electronics,Mobile,114.84,21.76,10,24.49122807017544,0.0,2025-03
2025-03-10,115271,Organic Search,Cuyo,Home & Deco,Desktop,71.79,28.07,5,24.49122807017544,0.0,2025-03
2025-03-10,115272,Organic Search,Buenos Aires,Sports,Mobile,65.33,14.24,0,24.49122807017544,0.0,2025-03
2025-03-10,115273,Organic Search,Cuyo,Home & Deco,Desktop,104.54,42.18,0,24.49122807017544,0.0,2025-03
2025-03-10,115274,Organic Search,Cuyo,Fashion,Mobile,48.73,12.78,15,24.49122807017544,0.0,2025-03
2025-03-10,115275,Organic Search,Buenos Aires,Home & Deco,Tablet,96.17,27.25,0,24.49122807017544,0.0,2025-03
2025-03-10,115276,Organic Search,Cuyo,Supermarket,Mobile,33.37,12.09,0,24.49122807017544,0.0,2025-03
2025-03-10,115277,Organic Search,Cuyo,Electronics,Mobile,81.08,24.63,10,24.49122807017544,0.0,2025-03
2025-03-10,115278,Paid Search,Buenos Aires,Supermarket,Mobile,41.79,10.97,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115279,Paid Search,Buenos Aires,Electronics,Desktop,85.08,30.1,10,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115280,Paid Search,Cuyo,Fashion,Desktop,34.15,7.25,15,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115281,Paid Search,Centro,Supermarket,Tablet,43.48,13.84,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115282,Paid Search,Buenos Aires,Fashion,Desktop,70.15,15.2,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115283,Paid Search,Buenos Aires,Beauty,Mobile,46.67,14.05,10,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115284,Paid Search,Centro,Sports,Desktop,67.5,20.19,15,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115285,Paid Search,Centro,Sports,Mobile,76.05,31.61,5,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115286,Paid Search,Centro,Home & Deco,Mobile,77.23,17.99,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115287,Paid Search,NEA,Fashion,Desktop,66.67,24.62,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115288,Paid Search,Buenos Aires,Electronics,Desktop,131.25,24.32,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115289,Paid Search,Buenos Aires,Beauty,Mobile,21.34,4.95,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115290,Paid Search,Buenos Aires,Beauty,Desktop,52.89,11.71,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115291,Paid Search,Buenos Aires,Supermarket,Mobile,27.35,6.53,10,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115292,Paid Search,NOA,Electronics,Mobile,130.88,46.91,10,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115293,Paid Search,NOA,Beauty,Mobile,44.05,9.41,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115294,Paid Search,Patagonia,Fashion,Mobile,72.55,23.27,10,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115295,Paid Search,Buenos Aires,Fashion,Desktop,49.92,11.69,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115296,Paid Search,Buenos Aires,Home & Deco,Desktop,107.38,20.61,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115297,Paid Search,Buenos Aires,Fashion,Mobile,36.37,7.91,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115298,Paid Search,Patagonia,Home & Deco,Mobile,89.65,37.3,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115299,Paid Search,Cuyo,Sports,Desktop,91.83,35.77,15,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115300,Paid Search,Cuyo,Sports,Desktop,103.22,21.57,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115301,Paid Search,Cuyo,Supermarket,Tablet,35.26,9.47,5,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115302,Paid Search,Centro,Fashion,Desktop,52.08,11.61,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115303,Paid Search,Cuyo,Home & Deco,Mobile,56.89,14.5,20,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115304,Paid Search,Centro,Electronics,Mobile,165.81,56.99,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115305,Paid Search,Buenos Aires,Beauty,Mobile,36.32,13.44,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115306,Paid Search,Patagonia,Fashion,Mobile,47.46,16.12,15,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115307,Paid Search,Buenos Aires,Home & Deco,Mobile,82.2,27.26,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115308,Paid Search,Patagonia,Beauty,Desktop,49.54,8.95,5,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115309,Paid Search,Buenos Aires,Sports,Mobile,42.93,10.05,20,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115310,Paid Search,Buenos Aires,Sports,Mobile,82.27,28.59,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115311,Paid Search,NEA,Electronics,Mobile,79.15,22.4,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115312,Paid Search,Patagonia,Home & Deco,Mobile,69.1,26.89,5,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115313,Paid Search,Cuyo,Home & Deco,Tablet,60.92,24.21,10,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115314,Paid Search,Centro,Beauty,Mobile,45.87,15.17,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115315,Paid Search,Centro,Fashion,Mobile,46.25,13.25,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115316,Paid Search,Centro,Supermarket,Mobile,31.67,8.01,10,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115317,Paid Search,Buenos Aires,Beauty,Mobile,33.31,11.96,15,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115318,Paid Search,NEA,Supermarket,Mobile,17.68,4.72,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115319,Paid Search,Centro,Electronics,Desktop,142.93,36.37,15,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115320,Paid Search,Centro,Beauty,Mobile,44.96,12.04,15,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115321,Paid Search,Centro,Home & Deco,Mobile,99.46,34.72,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115322,Paid Search,Centro,Beauty,Mobile,18.54,7.21,15,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115323,Paid Search,Centro,Electronics,Mobile,143.54,57.47,15,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115324,Paid Search,Cuyo,Beauty,Mobile,57.58,14.93,0,26.21276595744681,17.182226252701682,2025-03
2025-03-10,115325,Paid Social,Centro,Electronics,Mobile,101.98,18.46,20,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115326,Paid Social,NEA,Beauty,Mobile,45.83,15.14,15,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115327,Paid Social,Buenos Aires,Supermarket,Desktop,23.37,7.18,15,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115328,Paid Social,Buenos Aires,Supermarket,Mobile,36.45,11.81,0,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115329,Paid Social,Buenos Aires,Home & Deco,Mobile,58.81,20.97,15,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115330,Paid Social,Buenos Aires,Sports,Mobile,88.5,17.59,0,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115331,Paid Social,Centro,Sports,Mobile,84.69,35.48,5,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115332,Paid Social,Centro,Beauty,Mobile,38.81,9.96,10,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115333,Paid Social,Buenos Aires,Electronics,Mobile,174.76,67.73,5,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115334,Paid Social,Buenos Aires,Electronics,Mobile,156.57,56.59,0,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115335,Paid Social,Buenos Aires,Fashion,Desktop,75.68,26.26,5,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115336,Paid Social,Centro,Home & Deco,Mobile,100.18,37.46,20,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115337,Paid Social,Centro,Fashion,Mobile,68.1,13.26,15,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115338,Paid Social,Buenos Aires,Fashion,Desktop,53.92,12.94,10,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115339,Paid Social,Cuyo,Fashion,Mobile,50.16,14.06,15,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115340,Paid Social,Cuyo,Sports,Mobile,76.95,20.34,15,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115341,Paid Social,Buenos Aires,Beauty,Mobile,49.97,9.49,0,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115342,Paid Social,Buenos Aires,Electronics,Mobile,70.96,24.54,5,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115343,Paid Social,Buenos Aires,Home & Deco,Mobile,60.35,13.74,5,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115344,Paid Social,Centro,Home & Deco,Mobile,53.41,21.59,0,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115345,Paid Social,Centro,Supermarket,Mobile,43.36,11.56,0,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115346,Paid Social,NOA,Electronics,Mobile,80.01,17.75,15,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115347,Paid Social,Centro,Sports,Mobile,95.22,31.45,0,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115348,Paid Social,Buenos Aires,Electronics,Mobile,91.24,19.29,0,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115349,Paid Social,Centro,Supermarket,Mobile,36.81,11.41,0,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115350,Paid Social,Centro,Electronics,Tablet,102.9,40.62,0,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115351,Paid Social,Buenos Aires,Electronics,Mobile,57.72,13.18,15,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115352,Paid Social,Cuyo,Electronics,Desktop,133.18,50.54,5,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115353,Paid Social,Centro,Electronics,Mobile,94.22,29.43,15,33.96551724137931,18.710577605950487,2025-03
2025-03-10,115354,Email,Buenos Aires,Electronics,Mobile,117.58,21.26,0,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115355,Email,Buenos Aires,Supermarket,Mobile,24.3,6.52,0,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115356,Email,Buenos Aires,Sports,Mobile,73.23,21.79,10,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115357,Email,Cuyo,Sports,Mobile,72.6,27.22,0,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115358,Email,Buenos Aires,Home & Deco,Desktop,118.24,40.97,15,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115359,Email,Buenos Aires,Sports,Mobile,67.01,21.6,0,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115360,Email,Buenos Aires,Beauty,Mobile,39.71,9.87,0,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115361,Email,Buenos Aires,Home & Deco,Mobile,35.15,8.18,15,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115362,Email,Buenos Aires,Fashion,Mobile,58.57,10.63,0,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115363,Email,NEA,Sports,Desktop,67.41,27.87,0,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115364,Email,Buenos Aires,Supermarket,Mobile,36.35,6.59,0,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115365,Email,Centro,Home & Deco,Mobile,77.78,22.82,10,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115366,Email,Patagonia,Fashion,Desktop,68.42,16.13,10,17.217391304347824,1.182286889216794,2025-03
2025-03-10,115367,Email,Centro,Supermarket,Desktop,20.43,4.63,0,17.217391304347824,1.182286889216794,2025-03
