event_id,event_timestamp,event_date,user_id,session_id,event_type,product_id,category,quantity,revenue,order_id,country,device_type,traffic_source
evt_00007821,2026-03-03T11:13:52,2026-03-03,user_02191,user_02191_sess_0270,search,product_0223,Books,1,0.0,,Brazil,mobile,direct
evt_00007822,2026-03-31T20:15:54,2026-03-31,user_00969,user_00969_sess_0109,checkout,product_0195,Toys,3,0.0,,Mexico,mobile,social
evt_00007823,2026-04-18T07:16:06,2026-04-18,user_01813,user_01813_sess_0221,page_view,product_0317,Fashion,3,0.0,,Brazil,desktop,paid_search
evt_00007824,2026-02-18T12:32:21,2026-02-18,user_01592,user_01592_sess_0195,purchase,product_0311,Grocery,3,667.94,order_000662,Uruguay,mobile,social
evt_00007825,2026-02-14T17:06:27,2026-02-14,user_00033,user_00033_sess_0069,add_to_cart,product_0016,Sports,3,0.0,,Argentina,mobile,paid_search
evt_00007826,2026-04-06T03:48:55,2026-04-06,user_01610,user_01610_sess_0545,page_view,product_0019,Grocery,1,0.0,,Brazil,mobile,social
evt_00007827,2026-04-27T10:39:27,2026-04-27,user_01047,user_01047_sess_0146,page_view,product_0380,Electronics,3,0.0,,Chile,mobile,email
evt_00007828,2026-02-13T12:50:46,2026-02-13,user_01233,user_01233_sess_0596,search,product_0325,Books,1,0.0,,Uruguay,desktop,direct
evt_00007829,2026-02-23T02:07:53,2026-02-23,user_00370,user_00370_sess_0290,search,product_0335,Books,2,0.0,,Chile,mobile,direct
evt_00007830,2026-03-15T08:42:36,2026-03-15,user_00965,user_00965_sess_0190,add_to_cart,product_0159,Electronics,1,0.0,,Chile,mobile,paid_search
evt_00007831,2026-03-14T19:43:59,2026-03-14,user_01219,user_01219_sess_0443,page_view,product_0338,Fashion,2,0.0,,Argentina,desktop,social
evt_00007832,2026-04-21T11:57:12,2026-04-21,user_00862,user_00862_sess_0512,page_view,product_0377,Beauty,1,0.0,,Chile,mobile,paid_search
evt_00007833,2026-02-25T03:32:38,2026-02-25,user_00657,user_00657_sess_0451,page_view,product_0188,Toys,1,0.0,,Brazil,mobile,email
evt_00007834,2026-01-23T08:25:24,2026-01-23,user_01798,user_01798_sess_0262,page_view,product_0155,Sports,1,0.0,,Argentina,mobile,paid_search
evt_00007835,2026-01-16T00:52:11,2026-01-16,user_01300,user_01300_sess_0133,search,product_0133,Electronics,3,0.0,,Mexico,desktop,paid_search
evt_00007836,2026-01-06T08:25:04,2026-01-06,user_01665,user_01665_sess_0244,checkout,product_0015,Grocery,1,0.0,,Mexico,mobile,paid_search
evt_00007837,2026-04-26T16:05:53,2026-04-26,user_00139,user_00139_sess_0021,checkout,product_0352,Electronics,3,0.0,,Colombia,mobile,organic
evt_00007838,2026-03-09T13:48:33,2026-03-09,user_01123,user_01123_sess_0060,search,product_0022,Sports,1,0.0,,Colombia,desktop,organic
evt_00007839,2026-04-11T05:56:28,2026-04-11,user_00329,user_00329_sess_0414,page_view,product_0358,Grocery,2,0.0,,Mexico,mobile,email
evt_00007840,2026-04-25T08:38:25,2026-04-25,user_02014,user_02014_sess_0512,page_view,product_0049,Books,1,0.0,,Mexico,mobile,organic
evt_00007841,2026-01-06T07:16:50,2026-01-06,user_01930,user_01930_sess_0123,page_view,product_0243,Beauty,2,0.0,,Brazil,mobile,organic
evt_00007842,2026-02-02T14:02:53,2026-02-02,user_01692,user_01692_sess_0388,checkout,product_0007,Sports,3,0.0,,Brazil,mobile,organic
evt_00007843,2026-03-17T20:52:25,2026-03-17,user_01363,user_01363_sess_0332,checkout,product_0047,Grocery,1,0.0,,Uruguay,desktop,email
evt_00007844,2026-04-24T04:52:30,2026-04-24,user_01731,user_01731_sess_0197,page_view,product_0208,Beauty,1,0.0,,Mexico,mobile,organic
evt_00007845,2026-01-09T21:54:34,2026-01-09,user_00412,user_00412_sess_0369,page_view,product_0030,Beauty,2,0.0,,Chile,tablet,organic
evt_00007846,2026-02-21T02:24:16,2026-02-21,user_00657,user_00657_sess_0367,page_view,product_0365,Toys,1,0.0,,Uruguay,mobile,paid_search
evt_00007847,2026-02-03T11:53:24,2026-02-03,user_01069,user_01069_sess_0581,purchase,product_0064,Electronics,2,373.85,order_000663,Mexico,mobile,social
evt_00007848,2026-04-10T22:00:01,2026-04-10,user_02074,user_02074_sess_0065,purchase,product_0205,Beauty,1,125.64,order_000664,Brazil,mobile,paid_search
evt_00007849,2026-01-28T04:49:47,2026-01-28,user_00272,user_00272_sess_0498,search,product_0048,Toys,2,0.0,,Mexico,mobile,organic
evt_00007850,2026-04-21T09:03:59,2026-04-21,user_01442,user_01442_sess_0271,page_view,product_0030,Beauty,1,0.0,,Mexico,mobile,direct
evt_00007851,2026-01-24T04:15:09,2026-01-24,user_01724,user_01724_sess_0590,add_to_cart,product_0357,Home,1,0.0,,Uruguay,mobile,paid_search
evt_00007852,2026-01-20T23:57:05,2026-01-20,user_02467,user_02467_sess_0001,checkout,product_0058,Electronics,1,0.0,,Chile,mobile,direct
evt_00007853,2026-04-15T13:29:08,2026-04-15,user_02244,user_02244_sess_0014,page_view,product_0043,Home,1,0.0,,Colombia,mobile,direct
evt_00007854,2026-03-18T11:24:40,2026-03-18,user_01339,user_01339_sess_0575,page_view,product_0016,Sports,1,0.0,,Mexico,mobile,social
evt_00007855,2026-02-19T11:49:55,2026-02-19,user_01857,user_01857_sess_0105,checkout,product_0176,Books,3,0.0,,Brazil,mobile,paid_search
evt_00007856,2026-02-18T09:02:25,2026-02-18,user_00113,user_00113_sess_0462,purchase,product_0080,Beauty,3,873.14,order_000665,Colombia,mobile,organic
evt_00007857,2026-01-14T09:59:17,2026-01-14,user_00214,user_00214_sess_0474,page_view,product_0347,Fashion,3,0.0,,Mexico,mobile,email
evt_00007858,2026-04-23T23:47:55,2026-04-23,user_00753,user_00753_sess_0336,page_view,product_0143,Beauty,1,0.0,,Brazil,mobile,paid_search
evt_00007859,2026-01-04T05:34:00,2026-01-04,user_01817,user_01817_sess_0053,search,product_0281,Beauty,1,0.0,,Mexico,mobile,direct
evt_00007860,2026-01-03T09:04:21,2026-01-03,user_00558,user_00558_sess_0365,page_view,product_0203,Toys,1,0.0,,Uruguay,desktop,social
evt_00007861,2026-02-08T19:36:25,2026-02-08,user_00013,user_00013_sess_0400,search,product_0304,Books,3,0.0,,Chile,mobile,organic
evt_00007862,2026-01-12T05:58:49,2026-01-12,user_01642,user_01642_sess_0254,add_to_cart,product_0068,Electronics,1,0.0,,Chile,mobile,social
evt_00007863,2026-02-01T05:50:23,2026-02-01,user_00820,user_00820_sess_0082,search,product_0196,Home,1,0.0,,Brazil,mobile,paid_search
evt_00007864,2026-04-16T23:29:20,2026-04-16,user_01252,user_01252_sess_0366,search,product_0397,Grocery,3,0.0,,Argentina,mobile,social
evt_00007865,2026-04-05T02:34:23,2026-04-05,user_01286,user_01286_sess_0406,page_view,product_0100,Sports,1,0.0,,Mexico,mobile,social
evt_00007866,2026-04-13T13:51:48,2026-04-13,user_02359,user_02359_sess_0575,page_view,product_0007,Sports,1,0.0,,Argentina,tablet,paid_search
evt_00007867,2026-02-25T01:24:51,2026-02-25,user_00337,user_00337_sess_0338,search,product_0133,Electronics,3,0.0,,Brazil,desktop,social
evt_00007868,2026-04-28T12:36:47,2026-04-28,user_00454,user_00454_sess_0546,page_view,product_0197,Home,1,0.0,,Colombia,mobile,direct
evt_00007869,2026-01-01T06:44:38,2026-01-01,user_00647,user_00647_sess_0259,page_view,product_0277,Electronics,1,0.0,,Colombia,mobile,social
evt_00007870,2026-01-15T15:13:28,2026-01-15,user_01023,user_01023_sess_0156,add_to_cart,product_0252,Electronics,2,0.0,,Brazil,mobile,organic
evt_00007871,2026-01-29T23:12:50,2026-01-29,user_02116,user_02116_sess_0513,search,product_0290,Grocery,3,0.0,,Uruguay,mobile,organic
evt_00007872,2026-04-22T19:54:46,2026-04-22,user_00533,user_00533_sess_0329,checkout,product_0308,Home,1,0.0,,Uruguay,tablet,social
evt_00007873,2026-01-23T05:26:23,2026-01-23,user_02434,user_02434_sess_0514,page_view,product_0361,Beauty,3,0.0,,Brazil,desktop,organic
evt_00007874,2026-03-02T10:35:00,2026-03-02,user_01681,user_01681_sess_0090,search,product_0102,Home,1,0.0,,Brazil,mobile,organic
evt_00007875,2026-04-04T00:46:18,2026-04-04,user_01309,user_01309_sess_0144,checkout,product_0131,Beauty,1,0.0,,Colombia,desktop,organic
evt_00007876,2026-03-29T07:26:04,2026-03-29,user_01850,user_01850_sess_0207,add_to_cart,product_0080,Beauty,1,0.0,,Brazil,desktop,paid_search
evt_00007877,2026-01-08T12:38:18,2026-01-08,user_01960,user_01960_sess_0501,page_view,product_0127,Home,3,0.0,,Colombia,mobile,organic
evt_00007878,2026-01-20T02:21:20,2026-01-20,user_00547,user_00547_sess_0568,page_view,product_0357,Home,2,0.0,,Mexico,desktop,paid_search
evt_00007879,2026-02-12T17:09:36,2026-02-12,user_01068,user_01068_sess_0100,purchase,product_0207,Grocery,1,123.97,order_000666,Uruguay,tablet,organic
evt_00007880,2026-01-23T13:00:04,2026-01-23,user_00711,user_00711_sess_0342,page_view,product_0098,Beauty,2,0.0,,Mexico,mobile,paid_search
evt_00007881,2026-04-18T07:56:11,2026-04-18,user_02430,user_02430_sess_0596,page_view,product_0317,Fashion,3,0.0,,Argentina,mobile,social
evt_00007882,2026-01-26T03:14:54,2026-01-26,user_01342,user_01342_sess_0415,page_view,product_0258,Books,1,0.0,,Brazil,mobile,direct
evt_00007883,2026-03-18T02:04:52,2026-03-18,user_01155,user_01155_sess_0303,page_view,product_0227,Sports,2,0.0,,Uruguay,mobile,paid_search
evt_00007884,2026-03-26T19:58:32,2026-03-26,user_00814,user_00814_sess_0105,page_view,product_0372,Grocery,1,0.0,,Chile,mobile,direct
evt_00007885,2026-03-05T05:15:05,2026-03-05,user_00346,user_00346_sess_0578,purchase,product_0312,Toys,1,160.74,order_000667,Mexico,mobile,email
evt_00007886,2026-02-27T11:20:24,2026-02-27,user_01698,user_01698_sess_0530,purchase,product_0340,Beauty,1,45.25,order_000668,Colombia,mobile,social
evt_00007887,2026-03-01T00:43:06,2026-03-01,user_01506,user_01506_sess_0188,page_view,product_0068,Electronics,3,0.0,,Colombia,mobile,social
evt_00007888,2026-03-14T13:17:13,2026-03-14,user_00746,user_00746_sess_0582,page_view,product_0232,Beauty,1,0.0,,Chile,desktop,organic
evt_00007889,2026-04-08T13:11:21,2026-04-08,user_01612,user_01612_sess_0297,page_view,product_0010,Home,1,0.0,,Argentina,mobile,paid_search
evt_00007890,2026-02-16T05:35:16,2026-02-16,user_01546,user_01546_sess_0447,page_view,product_0107,Books,3,0.0,,Colombia,mobile,social
evt_00007891,2026-03-26T21:50:47,2026-03-26,user_02337,user_02337_sess_0335,checkout,product_0314,Toys,2,0.0,,Mexico,desktop,organic
evt_00007892,2026-02-25T21:18:22,2026-02-25,user_00920,user_00920_sess_0047,page_view,product_0349,Grocery,1,0.0,,Brazil,mobile,organic
evt_00007893,2026-02-27T09:06:03,2026-02-27,user_00085,user_00085_sess_0456,page_view,product_0240,Grocery,2,0.0,,Argentina,mobile,organic
evt_00007894,2026-02-25T19:23:37,2026-02-25,user_00095,user_00095_sess_0360,add_to_cart,product_0172,Sports,1,0.0,,Chile,mobile,organic
evt_00007895,2026-02-15T21:13:40,2026-02-15,user_02288,user_02288_sess_0079,page_view,product_0313,Beauty,2,0.0,,Chile,mobile,social
evt_00007896,2026-01-06T03:30:34,2026-01-06,user_00937,user_00937_sess_0186,add_to_cart,product_0283,Books,2,0.0,,Uruguay,tablet,organic
evt_00007897,2026-04-13T08:23:05,2026-04-13,user_00365,user_00365_sess_0573,page_view,product_0236,Beauty,1,0.0,,Chile,mobile,organic
evt_00007898,2026-04-17T04:51:26,2026-04-17,user_01895,user_01895_sess_0012,page_view,product_0110,Toys,1,0.0,,Uruguay,mobile,direct
evt_00007899,2026-03-02T15:57:38,2026-03-02,user_00813,user_00813_sess_0238,page_view,product_0043,Home,1,0.0,,Mexico,desktop,organic
evt_00007900,2026-03-03T18:03:07,2026-03-03,user_01073,user_01073_sess_0304,page_view,product_0008,Sports,1,0.0,,Argentina,mobile,social
evt_00007901,2026-03-19T20:59:17,2026-03-19,user_00692,user_00692_sess_0428,page_view,product_0285,Home,1,0.0,,Uruguay,mobile,organic
evt_00007902,2026-03-11T12:37:36,2026-03-11,user_00204,user_00204_sess_0290,page_view,product_0289,Electronics,1,0.0,,Chile,mobile,organic
evt_00007903,2026-02-08T22:55:50,2026-02-08,user_01643,user_01643_sess_0378,search,product_0030,Beauty,1,0.0,,Uruguay,mobile,organic
evt_00007904,2026-01-30T00:09:03,2026-01-30,user_01757,user_01757_sess_0486,page_view,product_0194,Toys,2,0.0,,Uruguay,desktop,paid_search
evt_00007905,2026-02-22T02:53:02,2026-02-22,user_02460,user_02460_sess_0490,page_view,product_0329,Grocery,1,0.0,,Argentina,mobile,paid_search
evt_00007906,2026-03-08T05:14:08,2026-03-08,user_01066,user_01066_sess_0362,checkout,product_0054,Beauty,1,0.0,,Mexico,mobile,direct
evt_00007907,2026-01-07T21:00:24,2026-01-07,user_00612,user_00612_sess_0187,page_view,product_0119,Grocery,1,0.0,,Mexico,mobile,organic
evt_00007908,2026-03-17T22:18:53,2026-03-17,user_00365,user_00365_sess_0425,add_to_cart,product_0391,Fashion,1,0.0,,Mexico,mobile,organic
evt_00007909,2026-03-19T21:47:22,2026-03-19,user_01508,user_01508_sess_0580,page_view,product_0066,Home,1,0.0,,Uruguay,mobile,paid_search
evt_00007910,2026-04-02T00:36:44,2026-04-02,user_00697,user_00697_sess_0314,search,product_0066,Home,1,0.0,,Argentina,mobile,social
evt_00007911,2026-02-20T18:48:33,2026-02-20,user_02324,user_02324_sess_0002,checkout,product_0072,Home,3,0.0,,Uruguay,mobile,paid_search
evt_00007912,2026-02-15T13:27:07,2026-02-15,user_00481,user_00481_sess_0483,page_view,product_0268,Grocery,1,0.0,,Chile,mobile,organic
evt_00007913,2026-04-12T00:59:03,2026-04-12,user_00058,user_00058_sess_0584,search,product_0357,Home,1,0.0,,Argentina,desktop,email
evt_00007914,2026-02-04T20:09:54,2026-02-04,user_02154,user_02154_sess_0453,add_to_cart,product_0363,Electronics,1,0.0,,Uruguay,mobile,direct
evt_00007915,2026-01-03T19:28:25,2026-01-03,user_01783,user_01783_sess_0448,add_to_cart,product_0097,Home,1,0.0,,Mexico,desktop,email
evt_00007916,2026-04-23T07:57:09,2026-04-23,user_01859,user_01859_sess_0529,search,product_0055,Toys,1,0.0,,Colombia,mobile,paid_search
evt_00007917,2026-01-19T21:21:35,2026-01-19,user_02025,user_02025_sess_0043,add_to_cart,product_0066,Home,2,0.0,,Colombia,mobile,paid_search
evt_00007918,2026-04-24T22:24:13,2026-04-24,user_00486,user_00486_sess_0240,search,product_0050,Books,1,0.0,,Mexico,mobile,organic
evt_00007919,2026-01-23T14:00:07,2026-01-23,user_00920,user_00920_sess_0304,add_to_cart,product_0352,Electronics,1,0.0,,Colombia,desktop,paid_search
evt_00007920,2026-03-05T23:51:45,2026-03-05,user_00833,user_00833_sess_0499,page_view,product_0020,Fashion,1,0.0,,Colombia,mobile,direct
evt_00007921,2026-04-19T15:11:38,2026-04-19,user_00781,user_00781_sess_0460,search,product_0111,Grocery,1,0.0,,Colombia,mobile,organic
evt_00007922,2026-03-22T00:50:52,2026-03-22,user_01091,user_01091_sess_0242,page_view,product_0297,Books,1,0.0,,Colombia,desktop,social
evt_00007923,2026-01-25T10:23:27,2026-01-25,user_01180,user_01180_sess_0500,page_view,product_0236,Beauty,1,0.0,,Brazil,mobile,email
evt_00007924,2026-03-04T01:03:16,2026-03-04,user_02025,user_02025_sess_0138,search,product_0387,Fashion,3,0.0,,Colombia,desktop,direct
evt_00007925,2026-03-26T06:35:37,2026-03-26,user_01565,user_01565_sess_0595,page_view,product_0149,Electronics,1,0.0,,Chile,mobile,organic
evt_00007926,2026-04-18T15:53:43,2026-04-18,user_00534,user_00534_sess_0338,add_to_cart,product_0373,Home,1,0.0,,Argentina,desktop,direct
evt_00007927,2026-04-13T23:29:41,2026-04-13,user_01767,user_01767_sess_0330,page_view,product_0399,Grocery,1,0.0,,Argentina,mobile,organic
evt_00007928,2026-03-25T17:28:56,2026-03-25,user_00847,user_00847_sess_0590,add_to_cart,product_0283,Books,1,0.0,,Chile,mobile,organic
evt_00007929,2026-04-22T23:25:42,2026-04-22,user_02458,user_02458_sess_0119,purchase,product_0239,Fashion,1,222.29,order_000669,Colombia,mobile,organic
evt_00007930,2026-03-27T19:57:12,2026-03-27,user_00883,user_00883_sess_0032,page_view,product_0138,Electronics,1,0.0,,Chile,mobile,direct
evt_00007931,2026-01-21T08:43:22,2026-01-21,user_01160,user_01160_sess_0140,page_view,product_0214,Toys,3,0.0,,Mexico,desktop,social
evt_00007932,2026-04-02T20:45:17,2026-04-02,user_00776,user_00776_sess_0417,page_view,product_0124,Toys,2,0.0,,Argentina,desktop,social
evt_00007933,2026-03-26T22:42:20,2026-03-26,user_01714,user_01714_sess_0292,page_view,product_0146,Toys,3,0.0,,Chile,mobile,social
evt_00007934,2026-01-01T06:32:31,2026-01-01,user_00739,user_00739_sess_0105,add_to_cart,product_0310,Books,1,0.0,,Mexico,mobile,organic
evt_00007935,2026-01-04T06:45:29,2026-01-04,user_01674,user_01674_sess_0134,checkout,product_0219,Grocery,3,0.0,,Chile,desktop,organic
evt_00007936,2026-01-20T07:57:12,2026-01-20,user_00598,user_00598_sess_0489,page_view,product_0249,Electronics,3,0.0,,Colombia,desktop,social
evt_00007937,2026-04-01T21:37:12,2026-04-01,user_00118,user_00118_sess_0313,search,product_0276,Beauty,1,0.0,,Uruguay,mobile,social
evt_00007938,2026-03-22T05:14:14,2026-03-22,user_01189,user_01189_sess_0180,checkout,product_0348,Beauty,3,0.0,,Argentina,desktop,paid_search
evt_00007939,2026-04-23T06:40:34,2026-04-23,user_01073,user_01073_sess_0400,page_view,product_0068,Electronics,2,0.0,,Argentina,tablet,paid_search
evt_00007940,2026-03-01T01:00:12,2026-03-01,user_00965,user_00965_sess_0415,page_view,product_0049,Books,1,0.0,,Uruguay,tablet,paid_search
evt_00007941,2026-03-27T16:52:23,2026-03-27,user_01848,user_01848_sess_0413,add_to_cart,product_0176,Books,1,0.0,,Uruguay,mobile,direct
evt_00007942,2026-02-11T01:29:45,2026-02-11,user_01018,user_01018_sess_0270,add_to_cart,product_0270,Fashion,1,0.0,,Colombia,mobile,direct
evt_00007943,2026-01-28T14:30:18,2026-01-28,user_01515,user_01515_sess_0120,page_view,product_0259,Grocery,1,0.0,,Colombia,mobile,paid_search
evt_00007944,2026-02-11T06:06:21,2026-02-11,user_02388,user_02388_sess_0506,add_to_cart,product_0111,Grocery,2,0.0,,Uruguay,mobile,direct
evt_00007945,2026-03-08T04:51:12,2026-03-08,user_01877,user_01877_sess_0376,purchase,product_0254,Sports,1,362.79,order_000670,Chile,desktop,organic
evt_00007946,2026-03-31T17:37:31,2026-03-31,user_00352,user_00352_sess_0100,page_view,product_0018,Grocery,2,0.0,,Brazil,mobile,email
evt_00007947,2026-01-11T12:39:10,2026-01-11,user_00043,user_00043_sess_0297,page_view,product_0060,Sports,3,0.0,,Argentina,tablet,paid_search
evt_00007948,2026-01-20T16:43:55,2026-01-20,user_01921,user_01921_sess_0332,page_view,product_0076,Home,1,0.0,,Chile,mobile,organic
evt_00007949,2026-04-06T14:10:23,2026-04-06,user_00546,user_00546_sess_0472,page_view,product_0270,Fashion,2,0.0,,Uruguay,desktop,paid_search
evt_00007950,2026-03-10T01:35:43,2026-03-10,user_01325,user_01325_sess_0372,search,product_0179,Electronics,1,0.0,,Chile,mobile,email
evt_00007951,2026-02-22T13:37:12,2026-02-22,user_01629,user_01629_sess_0259,page_view,product_0264,Electronics,3,0.0,,Uruguay,desktop,organic
evt_00007952,2026-03-16T16:38:47,2026-03-16,user_00870,user_00870_sess_0154,purchase,product_0349,Grocery,1,170.61,order_000671,Chile,desktop,paid_search
evt_00007953,2026-01-16T11:02:44,2026-01-16,user_01571,user_01571_sess_0335,page_view,product_0246,Books,1,0.0,,Colombia,mobile,social
evt_00007954,2026-02-03T13:55:56,2026-02-03,user_01734,user_01734_sess_0575,add_to_cart,product_0102,Home,2,0.0,,Chile,desktop,organic
evt_00007955,2026-04-21T00:15:42,2026-04-21,user_02447,user_02447_sess_0023,page_view,product_0220,Toys,1,0.0,,Chile,mobile,direct
evt_00007956,2026-01-08T07:26:20,2026-01-08,user_01050,user_01050_sess_0129,add_to_cart,product_0053,Fashion,3,0.0,,Chile,mobile,social
evt_00007957,2026-02-28T07:34:26,2026-02-28,user_00300,user_00300_sess_0115,search,product_0354,Grocery,1,0.0,,Argentina,mobile,organic
evt_00007958,2026-02-22T01:59:48,2026-02-22,user_00391,user_00391_sess_0473,search,product_0367,Books,1,0.0,,Chile,mobile,paid_search
evt_00007959,2026-01-18T03:40:43,2026-01-18,user_02282,user_02282_sess_0543,page_view,product_0266,Home,1,0.0,,Colombia,desktop,organic
evt_00007960,2026-02-13T01:25:59,2026-02-13,user_00241,user_00241_sess_0104,add_to_cart,product_0178,Fashion,3,0.0,,Mexico,mobile,organic
evt_00007961,2026-01-31T10:09:59,2026-01-31,user_00214,user_00214_sess_0204,page_view,product_0342,Beauty,2,0.0,,Brazil,tablet,organic
evt_00007962,2026-01-24T12:33:41,2026-01-24,user_01364,user_01364_sess_0440,page_view,product_0380,Electronics,1,0.0,,Chile,mobile,direct
evt_00007963,2026-04-09T00:55:02,2026-04-09,user_00962,user_00962_sess_0357,add_to_cart,product_0067,Beauty,1,0.0,,Mexico,mobile,paid_search
evt_00007964,2026-02-11T22:00:54,2026-02-11,user_01929,user_01929_sess_0341,search,product_0321,Grocery,1,0.0,,Mexico,mobile,paid_search
evt_00007965,2026-01-17T01:44:49,2026-01-17,user_01452,user_01452_sess_0444,page_view,product_0072,Home,1,0.0,,Colombia,mobile,organic
evt_00007966,2026-02-02T01:51:10,2026-02-02,user_02484,user_02484_sess_0545,search,product_0350,Toys,1,0.0,,Mexico,mobile,organic
evt_00007967,2026-04-22T23:36:14,2026-04-22,user_02451,user_02451_sess_0409,page_view,product_0179,Electronics,2,0.0,,Brazil,desktop,organic
evt_00007968,2026-03-01T20:43:47,2026-03-01,user_00187,user_00187_sess_0372,add_to_cart,product_0147,Fashion,1,0.0,,Mexico,desktop,social
evt_00007969,2026-04-28T10:43:47,2026-04-28,user_00022,user_00022_sess_0106,add_to_cart,product_0373,Home,3,0.0,,Colombia,mobile,paid_search
evt_00007970,2026-04-10T08:37:27,2026-04-10,user_01039,user_01039_sess_0271,page_view,product_0329,Grocery,1,0.0,,Colombia,desktop,paid_search
evt_00007971,2026-01-24T11:20:24,2026-01-24,user_02067,user_02067_sess_0269,page_view,product_0216,Sports,1,0.0,,Chile,desktop,email
evt_00007972,2026-03-28T05:07:20,2026-03-28,user_01561,user_01561_sess_0157,add_to_cart,product_0112,Toys,1,0.0,,Argentina,desktop,social
evt_00007973,2026-01-12T13:35:12,2026-01-12,user_01240,user_01240_sess_0479,purchase,product_0174,Beauty,1,269.94,order_000672,Uruguay,mobile,paid_search
evt_00007974,2026-01-27T19:32:58,2026-01-27,user_01617,user_01617_sess_0049,page_view,product_0168,Toys,3,0.0,,Argentina,desktop,direct
evt_00007975,2026-04-14T19:26:33,2026-04-14,user_01520,user_01520_sess_0031,checkout,product_0276,Beauty,3,0.0,,Uruguay,desktop,social
evt_00007976,2026-01-26T16:02:51,2026-01-26,user_00542,user_00542_sess_0251,page_view,product_0048,Toys,3,0.0,,Uruguay,desktop,social
evt_00007977,2026-01-18T09:56:29,2026-01-18,user_02292,user_02292_sess_0396,page_view,product_0259,Grocery,3,0.0,,Uruguay,desktop,paid_search
evt_00007978,2026-01-12T05:54:43,2026-01-12,user_00169,user_00169_sess_0051,page_view,product_0289,Electronics,1,0.0,,Uruguay,mobile,email
evt_00007979,2026-02-22T12:56:12,2026-02-22,user_02378,user_02378_sess_0308,add_to_cart,product_0253,Beauty,1,0.0,,Colombia,tablet,paid_search
evt_00007980,2026-04-17T01:56:05,2026-04-17,user_00735,user_00735_sess_0569,search,product_0309,Grocery,1,0.0,,Colombia,mobile,organic
evt_00007981,2026-01-26T04:49:51,2026-01-26,user_01067,user_01067_sess_0491,checkout,product_0216,Sports,2,0.0,,Mexico,mobile,direct
evt_00007982,2026-04-15T10:49:09,2026-04-15,user_00696,user_00696_sess_0069,page_view,product_0003,Sports,1,0.0,,Colombia,mobile,paid_search
evt_00007983,2026-03-25T01:02:31,2026-03-25,user_02064,user_02064_sess_0253,page_view,product_0348,Beauty,1,0.0,,Argentina,mobile,direct
evt_00007984,2026-01-08T13:19:39,2026-01-08,user_02019,user_02019_sess_0257,search,product_0053,Fashion,2,0.0,,Argentina,mobile,email
evt_00007985,2026-04-08T18:22:51,2026-04-08,user_01390,user_01390_sess_0298,add_to_cart,product_0086,Fashion,1,0.0,,Uruguay,desktop,email
evt_00007986,2026-03-14T19:48:19,2026-03-14,user_01918,user_01918_sess_0227,page_view,product_0272,Grocery,1,0.0,,Uruguay,mobile,social
evt_00007987,2026-02-28T05:23:31,2026-02-28,user_00541,user_00541_sess_0075,page_view,product_0189,Toys,1,0.0,,Uruguay,desktop,direct
evt_00007988,2026-02-04T05:56:03,2026-02-04,user_00368,user_00368_sess_0111,add_to_cart,product_0270,Fashion,3,0.0,,Brazil,mobile,paid_search
evt_00007989,2026-01-10T20:23:55,2026-01-10,user_01300,user_01300_sess_0546,add_to_cart,product_0226,Home,1,0.0,,Mexico,desktop,direct
evt_00007990,2026-01-04T05:17:13,2026-01-04,user_02173,user_02173_sess_0094,page_view,product_0056,Beauty,2,0.0,,Brazil,desktop,organic
evt_00007991,2026-04-14T17:07:43,2026-04-14,user_01774,user_01774_sess_0536,add_to_cart,product_0274,Grocery,2,0.0,,Argentina,desktop,direct
evt_00007992,2026-01-18T20:27:43,2026-01-18,user_00581,user_00581_sess_0590,page_view,product_0074,Home,3,0.0,,Chile,mobile,organic
evt_00007993,2026-02-04T03:33:50,2026-02-04,user_01067,user_01067_sess_0570,add_to_cart,product_0305,Home,1,0.0,,Argentina,mobile,organic
evt_00007994,2026-01-25T15:36:49,2026-01-25,user_00479,user_00479_sess_0508,add_to_cart,product_0134,Sports,2,0.0,,Mexico,mobile,direct
evt_00007995,2026-02-05T11:33:16,2026-02-05,user_01284,user_01284_sess_0591,page_view,product_0326,Books,1,0.0,,Brazil,mobile,organic
evt_00007996,2026-02-08T01:33:10,2026-02-08,user_00181,user_00181_sess_0228,add_to_cart,product_0386,Grocery,3,0.0,,Chile,mobile,direct
evt_00007997,2026-04-04T09:07:39,2026-04-04,user_00524,user_00524_sess_0586,page_view,product_0253,Beauty,1,0.0,,Mexico,mobile,organic
evt_00007998,2026-03-14T23:53:25,2026-03-14,user_02045,user_02045_sess_0426,search,product_0365,Toys,2,0.0,,Brazil,desktop,paid_search
evt_00007999,2026-04-03T20:57:32,2026-04-03,user_01151,user_01151_sess_0448,page_view,product_0373,Home,2,0.0,,Brazil,mobile,email
evt_00008000,2026-04-20T23:47:02,2026-04-20,user_01477,user_01477_sess_0108,purchase,product_0250,Fashion,2,76.37,order_000673,Argentina,desktop,organic
evt_00008001,2026-01-30T07:45:41,2026-01-30,user_01762,user_01762_sess_0467,checkout,product_0195,Toys,2,0.0,,Brazil,desktop,social
evt_00008002,2026-04-15T07:56:56,2026-04-15,user_01159,user_01159_sess_0582,page_view,product_0181,Sports,1,0.0,,Brazil,mobile,social
evt_00008003,2026-03-15T09:31:25,2026-03-15,user_01079,user_01079_sess_0560,search,product_0112,Toys,3,0.0,,Uruguay,mobile,direct
